date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version,timeframe_all,age_group_type
202124,70 - 79,fully_vaccinated,1,47,586038,0.17,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,70 - 79,partially_vaccinated,1,52,28635,3.49,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,70 - 79,not_vaccinated,3,462,133222,2.25,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,70 - 79,unknown,2,795,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,80+,fully_vaccinated,2,93,389788,0.51,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,80+,partially_vaccinated,0,49,15149,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,80+,not_vaccinated,3,494,68659,4.37,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,80+,unknown,2,848,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202124,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,0 - 9,fully_vaccinated,0,0,78,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,0 - 9,partially_vaccinated,0,0,58,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,0 - 9,not_vaccinated,2,91,887552,0.23,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,0 - 9,unknown,0,27,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,10 - 19,fully_vaccinated,0,0,31618,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,10 - 19,partially_vaccinated,0,0,66727,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,10 - 19,not_vaccinated,0,27,764526,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,10 - 19,unknown,0,23,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,20 - 29,fully_vaccinated,0,2,189469,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,20 - 29,partially_vaccinated,0,0,233024,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,20 - 29,not_vaccinated,2,89,609722,0.33,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,20 - 29,unknown,1,85,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,30 - 39,fully_vaccinated,1,4,270787,0.37,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,30 - 39,partially_vaccinated,0,2,300939,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,30 - 39,not_vaccinated,1,223,688241,0.15,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,30 - 39,unknown,4,178,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,40 - 49,fully_vaccinated,0,5,360851,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,40 - 49,partially_vaccinated,0,6,306306,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,40 - 49,not_vaccinated,1,352,543810,0.18,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,40 - 49,unknown,3,353,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,50 - 59,fully_vaccinated,0,15,621748,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,50 - 59,partially_vaccinated,0,21,198895,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,50 - 59,not_vaccinated,1,654,485803,0.21,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,50 - 59,unknown,1,619,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,60 - 69,fully_vaccinated,2,21,626310,0.32,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,60 - 69,partially_vaccinated,1,32,88326,1.13,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,60 - 69,not_vaccinated,3,633,281565,1.07,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,60 - 69,unknown,2,732,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,70 - 79,fully_vaccinated,1,48,593609,0.17,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,70 - 79,partially_vaccinated,0,52,25759,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,70 - 79,not_vaccinated,2,464,128527,1.56,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,70 - 79,unknown,2,797,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,80+,fully_vaccinated,0,93,392911,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,80+,partially_vaccinated,0,49,13842,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,80+,not_vaccinated,0,494,66843,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,80+,unknown,2,850,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202125,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,0 - 9,fully_vaccinated,0,0,84,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,0 - 9,partially_vaccinated,0,0,57,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,0 - 9,not_vaccinated,0,91,887547,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,0 - 9,unknown,0,27,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,10 - 19,fully_vaccinated,0,0,44688,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,10 - 19,partially_vaccinated,0,0,74078,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,10 - 19,not_vaccinated,1,28,744105,0.13,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,10 - 19,unknown,0,23,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,20 - 29,fully_vaccinated,0,2,247269,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,20 - 29,partially_vaccinated,1,1,200826,0.5,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,20 - 29,not_vaccinated,2,91,584120,0.34,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,20 - 29,unknown,2,87,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,30 - 39,fully_vaccinated,0,4,351682,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,30 - 39,partially_vaccinated,0,2,246039,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,30 - 39,not_vaccinated,0,223,662246,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,30 - 39,unknown,1,179,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,40 - 49,fully_vaccinated,1,6,451594,0.22,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,40 - 49,partially_vaccinated,0,6,237685,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,40 - 49,not_vaccinated,2,354,521688,0.38,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,40 - 49,unknown,0,353,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,50 - 59,fully_vaccinated,0,15,677903,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,50 - 59,partially_vaccinated,1,22,161511,0.62,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,50 - 59,not_vaccinated,0,654,467032,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,50 - 59,unknown,3,622,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,60 - 69,fully_vaccinated,1,22,650858,0.15,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,60 - 69,partially_vaccinated,0,32,73181,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,60 - 69,not_vaccinated,0,633,272162,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,60 - 69,unknown,2,734,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,70 - 79,fully_vaccinated,0,48,600050,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,70 - 79,partially_vaccinated,0,52,22826,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,70 - 79,not_vaccinated,0,464,125019,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,70 - 79,unknown,0,797,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,80+,fully_vaccinated,2,95,395846,0.51,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,80+,partially_vaccinated,0,49,12411,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,80+,not_vaccinated,0,494,65339,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,80+,unknown,0,850,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202126,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,0 - 9,fully_vaccinated,0,0,91,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,0 - 9,partially_vaccinated,0,0,53,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,0 - 9,not_vaccinated,2,93,887544,0.23,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,0 - 9,unknown,0,27,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,10 - 19,fully_vaccinated,0,0,61243,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,10 - 19,partially_vaccinated,0,0,73039,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,10 - 19,not_vaccinated,0,28,728589,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,10 - 19,unknown,0,23,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,20 - 29,fully_vaccinated,0,2,308604,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,20 - 29,partially_vaccinated,0,1,156017,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,20 - 29,not_vaccinated,1,92,567594,0.18,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,20 - 29,unknown,2,89,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,30 - 39,fully_vaccinated,0,4,434043,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,30 - 39,partially_vaccinated,0,2,179989,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,30 - 39,not_vaccinated,1,224,645935,0.15,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,30 - 39,unknown,0,179,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,40 - 49,fully_vaccinated,0,6,537723,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,40 - 49,partially_vaccinated,0,6,165717,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,40 - 49,not_vaccinated,4,358,507527,0.79,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,40 - 49,unknown,0,353,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,50 - 59,fully_vaccinated,0,15,733800,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,50 - 59,partially_vaccinated,0,22,119012,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,50 - 59,not_vaccinated,6,660,453634,1.32,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,50 - 59,unknown,2,624,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,60 - 69,fully_vaccinated,0,22,674559,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,60 - 69,partially_vaccinated,0,32,56835,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,60 - 69,not_vaccinated,3,636,264807,1.13,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,60 - 69,unknown,2,736,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,70 - 79,fully_vaccinated,0,48,605766,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,70 - 79,partially_vaccinated,0,52,19977,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,70 - 79,not_vaccinated,5,469,122152,4.09,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,70 - 79,unknown,1,798,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,80+,fully_vaccinated,0,95,398180,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,80+,partially_vaccinated,0,49,11356,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,80+,not_vaccinated,1,495,64060,1.56,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,80+,unknown,0,850,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202127,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,0 - 9,fully_vaccinated,0,0,96,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,0 - 9,partially_vaccinated,0,0,50,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,0 - 9,not_vaccinated,1,94,887542,0.11,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,0 - 9,unknown,0,27,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,10 - 19,fully_vaccinated,0,0,80782,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,10 - 19,partially_vaccinated,0,0,65923,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,10 - 19,not_vaccinated,0,28,716166,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,10 - 19,unknown,0,23,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,20 - 29,fully_vaccinated,0,2,368007,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,20 - 29,partially_vaccinated,0,1,112881,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,20 - 29,not_vaccinated,2,94,551327,0.36,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,20 - 29,unknown,0,89,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,30 - 39,fully_vaccinated,0,4,507267,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,30 - 39,partially_vaccinated,1,3,120922,0.83,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,30 - 39,not_vaccinated,4,228,631778,0.63,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,30 - 39,unknown,3,182,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,40 - 49,fully_vaccinated,0,6,608600,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,40 - 49,partially_vaccinated,0,6,106958,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,40 - 49,not_vaccinated,12,370,495409,2.42,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,40 - 49,unknown,3,356,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,50 - 59,fully_vaccinated,1,16,779063,0.13,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,50 - 59,partially_vaccinated,0,22,86008,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,50 - 59,not_vaccinated,7,667,441375,1.59,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,50 - 59,unknown,2,626,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,60 - 69,fully_vaccinated,1,23,693936,0.14,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,60 - 69,partially_vaccinated,0,32,44070,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,60 - 69,not_vaccinated,11,647,258195,4.26,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,60 - 69,unknown,1,737,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,70 - 79,fully_vaccinated,2,50,610949,0.33,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,70 - 79,partially_vaccinated,0,52,17467,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,70 - 79,not_vaccinated,5,474,119479,4.18,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,70 - 79,unknown,0,798,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,80+,fully_vaccinated,4,99,400214,1,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,80+,partially_vaccinated,0,49,10513,0,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,80+,not_vaccinated,2,497,62869,3.18,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,80+,unknown,4,854,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
202128,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,intermediate,2022-11-17_06-08-21,TRUE,age_group_AKL10
