date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202105,JU,chronic_disease,2,indication,73709,2,0,0.003,0.3,0.3,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202106,JU,chronic_disease,2,indication,73709,4,0,0.005,0.5,0.4,0,0.01,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202107,JU,chronic_disease,24,indication,73709,28,0,0.03,3,1.6,0.03,0.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202108,JU,chronic_disease,66,indication,73709,94,0.1,0.151,15.1,4.3,0.09,0.13,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202109,JU,chronic_disease,88,indication,73709,182,0.2,0.205,20.5,6.9,0.12,0.25,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202110,JU,chronic_disease,49,indication,73709,231,0.3,0.095,9.5,7.3,0.07,0.31,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202111,JU,chronic_disease,53,indication,73709,284,0.4,0.092,9.2,7.6,0.07,0.39,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202112,JU,chronic_disease,164,indication,73709,448,0.6,0.158,15.8,9.4,0.22,0.61,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202113,JU,chronic_disease,144,indication,73709,592,0.8,0.192,19.2,10.7,0.2,0.8,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202114,JU,chronic_disease,99,indication,73709,691,0.9,0.161,16.1,11.3,0.13,0.94,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202115,JU,chronic_disease,76,indication,73709,767,1,0.202,20.200000000000003,11.799999999999999,0.1,1.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202116,JU,chronic_disease,68,indication,73709,835,1.1,0.133,13.3,11.899999999999999,0.09,1.13,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202117,JU,chronic_disease,117,indication,73709,952,1.3,0.139,13.900000000000002,12.1,0.16,1.29,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202118,JU,chronic_disease,177,indication,73709,1129,1.5,0.154,15.4,12.5,0.24,1.53,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202119,JU,chronic_disease,265,indication,73709,1394,1.9,0.171,17.1,13.200000000000001,0.36,1.89,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202120,JU,chronic_disease,360,indication,73709,1754,2.4,0.221,22.1,14.399999999999999,0.49,2.38,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202121,JU,chronic_disease,429,indication,73709,2183,3,0.221,22.1,15.4,0.58,2.96,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202122,JU,chronic_disease,436,indication,73709,2619,3.6,0.188,18.8,15.9,0.59,3.55,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202123,JU,chronic_disease,389,indication,73709,3008,4.1,0.194,19.400000000000002,16.3,0.53,4.08,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202124,JU,chronic_disease,316,indication,73709,3324,4.5,0.119,11.899999999999999,15.7,0.43,4.51,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202125,JU,chronic_disease,273,indication,73709,3597,4.9,0.094,9.4,15,0.37,4.88,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202126,JU,chronic_disease,397,indication,73709,3994,5.4,0.127,12.7,14.7,0.54,5.42,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202127,JU,chronic_disease,329,indication,73709,4323,5.9,0.119,11.899999999999999,14.399999999999999,0.45,5.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202128,JU,chronic_disease,261,indication,73709,4584,6.2,0.138,13.8,14.399999999999999,0.35,6.22,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202129,JU,chronic_disease,102,indication,73709,4686,6.4,0.127,12.7,14.399999999999999,0.14,6.36,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202130,JU,chronic_disease,75,indication,73709,4761,6.5,0.128,12.8,14.299999999999999,0.1,6.46,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202131,JU,chronic_disease,79,indication,73709,4840,6.6,0.14,14.000000000000002,14.299999999999999,0.11,6.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202132,JU,chronic_disease,77,indication,73709,4917,6.7,0.121,12.1,14.299999999999999,0.1,6.67,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202133,JU,chronic_disease,89,indication,73709,5006,6.8,0.129,12.9,14.299999999999999,0.12,6.79,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202134,JU,chronic_disease,108,indication,73709,5114,6.9,0.145,14.499999999999998,14.299999999999999,0.15,6.94,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202135,JU,chronic_disease,61,indication,73709,5175,7,0.113,11.3,14.2,0.08,7.02,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202136,JU,chronic_disease,88,indication,73709,5263,7.1,0.125,12.5,14.2,0.12,7.14,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202137,JU,chronic_disease,75,indication,73709,5338,7.2,0.094,9.4,14.099999999999998,0.1,7.24,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202138,JU,chronic_disease,104,indication,73709,5442,7.4,0.121,12.1,14.000000000000002,0.14,7.38,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202139,JU,chronic_disease,171,indication,73709,5613,7.6,0.127,12.7,14.000000000000002,0.23,7.62,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202140,JU,chronic_disease,135,indication,73709,5748,7.8,0.127,12.7,14.000000000000002,0.18,7.8,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202141,JU,chronic_disease,142,indication,73709,5890,8,0.116,11.600000000000001,13.900000000000002,0.19,7.99,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202142,JU,chronic_disease,123,indication,73709,6013,8.2,0.143,14.299999999999999,13.900000000000002,0.17,8.16,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202143,JU,chronic_disease,97,indication,73709,6110,8.3,0.134,13.4,13.900000000000002,0.13,8.29,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202144,JU,chronic_disease,45,indication,73709,6155,8.4,0.128,12.8,13.900000000000002,0.06,8.35,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202145,JU,chronic_disease,53,indication,73709,6208,8.4,0.157,15.7,13.900000000000002,0.07,8.42,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202146,JU,chronic_disease,38,indication,73709,6246,8.5,0.113,11.3,13.900000000000002,0.05,8.47,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202147,JU,chronic_disease,32,indication,73709,6278,8.5,0.141,14.099999999999998,13.900000000000002,0.04,8.52,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202148,JU,chronic_disease,30,indication,73709,6308,8.6,0.131,13.100000000000001,13.900000000000002,0.04,8.56,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202149,JU,chronic_disease,33,indication,73709,6341,8.6,0.102,10.2,13.900000000000002,0.04,8.6,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202150,JU,chronic_disease,37,indication,73709,6378,8.7,0.145,14.499999999999998,13.900000000000002,0.05,8.65,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202151,JU,chronic_disease,22,indication,73709,6400,8.7,0.108,10.8,13.8,0.03,8.68,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202152,JU,chronic_disease,16,indication,73709,6416,8.7,0.132,13.200000000000001,13.8,0.02,8.7,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202201,JU,chronic_disease,29,indication,73709,6445,8.7,0.116,11.600000000000001,13.8,0.04,8.74,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202202,JU,chronic_disease,31,indication,73709,6476,8.8,0.153,15.299999999999999,13.8,0.04,8.79,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202203,JU,chronic_disease,16,indication,73709,6492,8.8,0.094,9.4,13.8,0.02,8.81,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202204,JU,chronic_disease,9,indication,73709,6501,8.8,0.15,15,13.8,0.01,8.82,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202205,JU,chronic_disease,8,indication,73709,6509,8.8,0.071,7.1,13.8,0.01,8.83,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202206,JU,chronic_disease,9,indication,73709,6518,8.8,0.13,13,13.8,0.01,8.84,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202207,JU,chronic_disease,5,indication,73709,6523,8.8,0.066,6.6000000000000005,13.8,0.01,8.85,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202208,JU,chronic_disease,4,indication,73709,6527,8.9,0.098,9.8,13.8,0.01,8.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202209,JU,chronic_disease,4,indication,73709,6531,8.9,0.211,21.099999999999998,13.8,0.01,8.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202210,JU,chronic_disease,0,indication,73709,6531,8.9,0,0,13.8,0,8.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202211,JU,chronic_disease,1,indication,73709,6532,8.9,0.167,16.7,13.8,0,8.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202212,JU,chronic_disease,2,indication,73709,6534,8.9,0.182,18.2,13.8,0,8.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202213,JU,chronic_disease,0,indication,73709,6534,8.9,0,0,13.8,0,8.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202214,JU,chronic_disease,0,indication,73709,6534,8.9,0,0,13.8,0,8.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202215,JU,chronic_disease,0,indication,73709,6534,8.9,0,0,13.8,0,8.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202216,JU,chronic_disease,0,indication,73709,6534,8.9,0,0,13.8,0,8.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202217,JU,chronic_disease,2,indication,73709,6536,8.9,0.118,11.799999999999999,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202218,JU,chronic_disease,1,indication,73709,6537,8.9,0.5,50,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202219,JU,chronic_disease,0,indication,73709,6537,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202220,JU,chronic_disease,1,indication,73709,6538,8.9,0.143,14.299999999999999,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202221,JU,chronic_disease,0,indication,73709,6538,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202222,JU,chronic_disease,0,indication,73709,6538,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202223,JU,chronic_disease,0,indication,73709,6538,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202224,JU,chronic_disease,1,indication,73709,6539,8.9,0.2,20,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202225,JU,chronic_disease,0,indication,73709,6539,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202226,JU,chronic_disease,1,indication,73709,6540,8.9,0.25,25,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202227,JU,chronic_disease,0,indication,73709,6540,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202228,JU,chronic_disease,0,indication,73709,6540,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202229,JU,chronic_disease,0,indication,73709,6540,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202230,JU,chronic_disease,0,indication,73709,6540,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202231,JU,chronic_disease,1,indication,73709,6541,8.9,0.5,50,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202232,JU,chronic_disease,0,indication,73709,6541,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202233,JU,chronic_disease,0,indication,73709,6541,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202234,JU,chronic_disease,0,indication,73709,6541,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202235,JU,chronic_disease,0,indication,73709,6541,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202236,JU,chronic_disease,0,indication,73709,6541,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202237,JU,chronic_disease,0,indication,73709,6541,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202238,JU,chronic_disease,0,indication,73709,6541,8.9,0,0,13.8,0,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202052,JU,med_prof,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202053,JU,med_prof,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202101,JU,med_prof,0,indication,73709,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202102,JU,med_prof,0,indication,73709,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202103,JU,med_prof,0,indication,73709,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202104,JU,med_prof,0,indication,73709,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202105,JU,med_prof,0,indication,73709,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202106,JU,med_prof,4,indication,73709,4,0,0.011,1.0999999999999999,0.4,0.01,0.01,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202107,JU,med_prof,22,indication,73709,26,0,0.028,2.8000000000000003,1.5,0.03,0.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202108,JU,med_prof,12,indication,73709,38,0.1,0.027,2.7,1.7000000000000002,0.02,0.05,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202109,JU,med_prof,11,indication,73709,49,0.1,0.026,2.6,1.9,0.01,0.07,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202110,JU,med_prof,10,indication,73709,59,0.1,0.019,1.9,1.9,0.01,0.08,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202111,JU,med_prof,21,indication,73709,80,0.1,0.036,3.5999999999999996,2.1,0.03,0.11,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202112,JU,med_prof,92,indication,73709,172,0.2,0.089,8.9,3.5999999999999996,0.12,0.23,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202113,JU,med_prof,89,indication,73709,261,0.4,0.119,11.899999999999999,4.7,0.12,0.35,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202114,JU,med_prof,74,indication,73709,335,0.5,0.12,12,5.5,0.1,0.45,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202115,JU,med_prof,50,indication,73709,385,0.5,0.133,13.3,5.8999999999999995,0.07,0.52,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202116,JU,med_prof,47,indication,73709,432,0.6,0.092,9.2,6.1,0.06,0.59,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202117,JU,med_prof,91,indication,73709,523,0.7,0.108,10.8,6.6000000000000005,0.12,0.71,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202118,JU,med_prof,144,indication,73709,667,0.9,0.125,12.5,7.3999999999999995,0.2,0.9,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202119,JU,med_prof,199,indication,73709,866,1.2,0.128,12.8,8.200000000000001,0.27,1.17,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202120,JU,med_prof,219,indication,73709,1085,1.5,0.134,13.4,8.9,0.3,1.47,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202121,JU,med_prof,284,indication,73709,1369,1.9,0.146,14.6,9.700000000000001,0.39,1.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202122,JU,med_prof,494,indication,73709,1863,2.5,0.213,21.3,11.3,0.67,2.53,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202123,JU,med_prof,569,indication,73709,2432,3.3,0.284,28.4,13.200000000000001,0.77,3.3,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202124,JU,med_prof,712,indication,73709,3144,4.3,0.267,26.700000000000003,14.899999999999999,0.97,4.27,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202125,JU,med_prof,911,indication,73709,4055,5.5,0.313,31.3,16.900000000000002,1.24,5.5,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202126,JU,med_prof,842,indication,73709,4897,6.6,0.269,26.900000000000002,18,1.14,6.64,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202127,JU,med_prof,692,indication,73709,5589,7.6,0.251,25.1,18.7,0.94,7.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202128,JU,med_prof,447,indication,73709,6036,8.2,0.236,23.599999999999998,19,0.61,8.19,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202129,JU,med_prof,197,indication,73709,6233,8.5,0.246,24.6,19.1,0.27,8.46,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202130,JU,med_prof,120,indication,73709,6353,8.6,0.205,20.5,19.1,0.16,8.62,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202131,JU,med_prof,135,indication,73709,6488,8.8,0.239,23.9,19.2,0.18,8.8,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202132,JU,med_prof,104,indication,73709,6592,8.9,0.164,16.400000000000002,19.2,0.14,8.94,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202133,JU,med_prof,115,indication,73709,6707,9.1,0.167,16.7,19.1,0.16,9.1,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202134,JU,med_prof,105,indication,73709,6812,9.2,0.141,14.099999999999998,19,0.14,9.24,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202135,JU,med_prof,94,indication,73709,6906,9.4,0.174,17.4,19,0.13,9.37,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202136,JU,med_prof,116,indication,73709,7022,9.5,0.165,16.5,18.9,0.16,9.53,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202137,JU,med_prof,108,indication,73709,7130,9.7,0.135,13.5,18.8,0.15,9.67,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202138,JU,med_prof,114,indication,73709,7244,9.8,0.133,13.3,18.7,0.15,9.83,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202139,JU,med_prof,232,indication,73709,7476,10.1,0.172,17.2,18.6,0.31,10.14,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202140,JU,med_prof,141,indication,73709,7617,10.3,0.132,13.200000000000001,18.5,0.19,10.33,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202141,JU,med_prof,111,indication,73709,7728,10.5,0.091,9.1,18.2,0.15,10.48,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202142,JU,med_prof,103,indication,73709,7831,10.6,0.119,11.899999999999999,18.099999999999998,0.14,10.62,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202143,JU,med_prof,102,indication,73709,7933,10.8,0.141,14.099999999999998,18,0.14,10.76,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202144,JU,med_prof,49,indication,73709,7982,10.8,0.14,14.000000000000002,18,0.07,10.83,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202145,JU,med_prof,20,indication,73709,8002,10.9,0.059,5.8999999999999995,17.9,0.03,10.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202146,JU,med_prof,15,indication,73709,8017,10.9,0.045,4.5,17.8,0.02,10.88,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202147,JU,med_prof,11,indication,73709,8028,10.9,0.048,4.8,17.8,0.01,10.89,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202148,JU,med_prof,14,indication,73709,8042,10.9,0.061,6.1,17.7,0.02,10.91,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202149,JU,med_prof,17,indication,73709,8059,10.9,0.053,5.3,17.599999999999998,0.02,10.93,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202150,JU,med_prof,14,indication,73709,8073,11,0.055,5.5,17.5,0.02,10.95,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202151,JU,med_prof,14,indication,73709,8087,11,0.069,6.9,17.5,0.02,10.97,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202152,JU,med_prof,3,indication,73709,8090,11,0.025,2.5,17.5,0,10.98,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202201,JU,med_prof,13,indication,73709,8103,11,0.052,5.2,17.4,0.02,10.99,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202202,JU,med_prof,10,indication,73709,8113,11,0.049,4.9,17.299999999999997,0.01,11.01,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202203,JU,med_prof,4,indication,73709,8117,11,0.023,2.3,17.299999999999997,0.01,11.01,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202204,JU,med_prof,6,indication,73709,8123,11,0.1,10,17.299999999999997,0.01,11.02,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202205,JU,med_prof,4,indication,73709,8127,11,0.036,3.5999999999999996,17.2,0.01,11.03,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202206,JU,med_prof,2,indication,73709,8129,11,0.029,2.9000000000000004,17.2,0,11.03,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202207,JU,med_prof,3,indication,73709,8132,11,0.039,3.9,17.2,0,11.03,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202208,JU,med_prof,3,indication,73709,8135,11,0.073,7.3,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202209,JU,med_prof,0,indication,73709,8135,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202210,JU,med_prof,0,indication,73709,8135,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202211,JU,med_prof,0,indication,73709,8135,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202212,JU,med_prof,0,indication,73709,8135,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202213,JU,med_prof,0,indication,73709,8135,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202214,JU,med_prof,1,indication,73709,8136,11,0.25,25,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202215,JU,med_prof,0,indication,73709,8136,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202216,JU,med_prof,0,indication,73709,8136,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202217,JU,med_prof,0,indication,73709,8136,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202218,JU,med_prof,0,indication,73709,8136,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202219,JU,med_prof,0,indication,73709,8136,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202220,JU,med_prof,0,indication,73709,8136,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202221,JU,med_prof,1,indication,73709,8137,11,0.091,9.1,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202222,JU,med_prof,0,indication,73709,8137,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202223,JU,med_prof,0,indication,73709,8137,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202224,JU,med_prof,0,indication,73709,8137,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202225,JU,med_prof,0,indication,73709,8137,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202226,JU,med_prof,0,indication,73709,8137,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202227,JU,med_prof,0,indication,73709,8137,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202228,JU,med_prof,1,indication,73709,8138,11,0.25,25,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202229,JU,med_prof,0,indication,73709,8138,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202230,JU,med_prof,0,indication,73709,8138,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202231,JU,med_prof,0,indication,73709,8138,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202232,JU,med_prof,0,indication,73709,8138,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202233,JU,med_prof,0,indication,73709,8138,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202234,JU,med_prof,0,indication,73709,8138,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202235,JU,med_prof,0,indication,73709,8138,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202236,JU,med_prof,0,indication,73709,8138,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202237,JU,med_prof,0,indication,73709,8138,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202238,JU,med_prof,0,indication,73709,8138,11,0,0,17.1,0,11.04,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202052,JU,contact_vuln,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202053,JU,contact_vuln,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202101,JU,contact_vuln,0,indication,73709,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202102,JU,contact_vuln,0,indication,73709,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
