date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202236,BE,age,1643,indication,1043132,618163,NA,0.669,66.9,30.5,0.16,59.26,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202237,BE,age,1037,indication,1043132,619200,NA,0.617,61.7,30.599999999999998,0.1,59.36,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202238,BE,age,750,indication,1043132,619950,NA,0.628,62.8,30.599999999999998,0.07,59.43,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202052,BE,chronic_disease,0,indication,1043132,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202053,BE,chronic_disease,0,indication,1043132,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202101,BE,chronic_disease,0,indication,1043132,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202102,BE,chronic_disease,113,indication,1043132,113,NA,0.025,2.5,2.5,0.01,0.01,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202103,BE,chronic_disease,280,indication,1043132,393,NA,0.028,2.8000000000000003,2.7,0.03,0.04,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202104,BE,chronic_disease,100,indication,1043132,493,NA,0.01,1,2,0.01,0.05,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202105,BE,chronic_disease,124,indication,1043132,617,NA,0.011,1.0999999999999999,1.7000000000000002,0.01,0.06,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202106,BE,chronic_disease,578,indication,1043132,1195,NA,0.037,3.6999999999999997,2.3,0.06,0.11,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202107,BE,chronic_disease,1512,indication,1043132,2707,NA,0.072,7.199999999999999,3.6999999999999997,0.14,0.26,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202108,BE,chronic_disease,637,indication,1043132,3344,NA,0.04,4,3.8,0.06,0.32,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202109,BE,chronic_disease,390,indication,1043132,3734,NA,0.024,2.4,3.5999999999999996,0.04,0.36,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202110,BE,chronic_disease,1401,indication,1043132,5135,NA,0.059,5.8999999999999995,4,0.13,0.49,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202111,BE,chronic_disease,4786,indication,1043132,9921,NA,0.209,20.9,6.6000000000000005,0.46,0.95,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202112,BE,chronic_disease,3086,indication,1043132,13007,NA,0.197,19.7,7.8,0.3,1.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202113,BE,chronic_disease,3292,indication,1043132,16299,NA,0.179,17.9,8.799999999999999,0.32,1.56,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202114,BE,chronic_disease,2044,indication,1043132,18343,NA,0.068,6.800000000000001,8.5,0.2,1.76,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202115,BE,chronic_disease,4568,indication,1043132,22911,NA,0.115,11.5,9,0.44,2.2,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202116,BE,chronic_disease,5769,indication,1043132,28680,NA,0.136,13.600000000000001,9.6,0.55,2.75,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202117,BE,chronic_disease,26402,indication,1043132,55082,NA,0.489,48.9,15.7,2.53,5.28,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202118,BE,chronic_disease,11577,indication,1043132,66659,NA,0.175,17.5,16,1.11,6.39,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202119,BE,chronic_disease,4717,indication,1043132,71376,NA,0.069,6.9,14.7,0.45,6.84,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202120,BE,chronic_disease,5806,indication,1043132,77182,NA,0.081,8.1,13.8,0.56,7.4,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202121,BE,chronic_disease,24476,indication,1043132,101658,NA,0.346,34.599999999999994,16.2,2.35,9.75,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202122,BE,chronic_disease,13583,indication,1043132,115241,NA,0.172,17.2,16.3,1.3,11.05,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202123,BE,chronic_disease,7258,indication,1043132,122499,NA,0.089,8.9,15.5,0.7,11.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202124,BE,chronic_disease,6555,indication,1043132,129054,NA,0.083,8.3,14.899999999999999,0.63,12.37,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202125,BE,chronic_disease,4256,indication,1043132,133310,NA,0.084,8.4,14.499999999999998,0.41,12.78,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202126,BE,chronic_disease,3892,indication,1043132,137202,NA,0.088,8.799999999999999,14.299999999999999,0.37,13.15,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202127,BE,chronic_disease,4153,indication,1043132,141355,NA,0.085,8.5,14.000000000000002,0.4,13.55,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202128,BE,chronic_disease,4201,indication,1043132,145556,NA,0.086,8.6,13.700000000000001,0.4,13.95,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202129,BE,chronic_disease,2857,indication,1043132,148413,NA,0.09,9,13.600000000000001,0.27,14.23,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202130,BE,chronic_disease,1952,indication,1043132,150365,NA,0.085,8.5,13.5,0.19,14.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202131,BE,chronic_disease,1550,indication,1043132,151915,NA,0.083,8.3,13.4,0.15,14.56,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202132,BE,chronic_disease,1556,indication,1043132,153471,NA,0.081,8.1,13.3,0.15,14.71,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202133,BE,chronic_disease,1636,indication,1043132,155107,NA,0.079,7.9,13.200000000000001,0.16,14.87,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202134,BE,chronic_disease,1517,indication,1043132,156624,NA,0.071,7.1,13.100000000000001,0.15,15.01,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202135,BE,chronic_disease,1141,indication,1043132,157765,NA,0.076,7.6,13,0.11,15.12,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202136,BE,chronic_disease,1600,indication,1043132,159365,NA,0.078,7.8,13,0.15,15.28,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202137,BE,chronic_disease,1910,indication,1043132,161275,NA,0.072,7.199999999999999,12.8,0.18,15.46,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202138,BE,chronic_disease,1706,indication,1043132,162981,NA,0.068,6.800000000000001,12.7,0.16,15.62,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202139,BE,chronic_disease,1162,indication,1043132,164143,NA,0.078,7.8,12.7,0.11,15.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202140,BE,chronic_disease,1425,indication,1043132,165568,NA,0.077,7.7,12.6,0.14,15.87,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202141,BE,chronic_disease,1581,indication,1043132,167149,NA,0.076,7.6,12.5,0.15,16.02,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202142,BE,chronic_disease,1318,indication,1043132,168467,NA,0.072,7.199999999999999,12.4,0.13,16.15,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202143,BE,chronic_disease,1016,indication,1043132,169483,NA,0.076,7.6,12.4,0.1,16.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202144,BE,chronic_disease,858,indication,1043132,170341,NA,0.08,8,12.4,0.08,16.33,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202145,BE,chronic_disease,1019,indication,1043132,171360,NA,0.079,7.9,12.3,0.1,16.43,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202146,BE,chronic_disease,1362,indication,1043132,172722,NA,0.042,4.2,12.1,0.13,16.56,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202147,BE,chronic_disease,2137,indication,1043132,174859,NA,0.055,5.5,12,0.2,16.76,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202148,BE,chronic_disease,6672,indication,1043132,181531,NA,0.136,13.600000000000001,12,0.64,17.4,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202149,BE,chronic_disease,9860,indication,1043132,191391,NA,0.167,16.7,12.2,0.95,18.35,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202150,BE,chronic_disease,10335,indication,1043132,201726,NA,0.156,15.6,12.3,0.99,19.34,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202151,BE,chronic_disease,6248,indication,1043132,207974,NA,0.131,13.100000000000001,12.3,0.6,19.94,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202152,BE,chronic_disease,4924,indication,1043132,212898,NA,0.121,12.1,12.3,0.47,20.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202201,BE,chronic_disease,9524,indication,1043132,222422,NA,0.156,15.6,12.4,0.91,21.32,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202202,BE,chronic_disease,6756,indication,1043132,229178,NA,0.115,11.5,12.4,0.65,21.97,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202203,BE,chronic_disease,4970,indication,1043132,234148,NA,0.103,10.299999999999999,12.4,0.48,22.45,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202204,BE,chronic_disease,3267,indication,1043132,237415,NA,0.103,10.299999999999999,12.3,0.31,22.76,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202205,BE,chronic_disease,1766,indication,1043132,239181,NA,0.101,10.100000000000001,12.3,0.17,22.93,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202206,BE,chronic_disease,979,indication,1043132,240160,NA,0.092,9.2,12.3,0.09,23.02,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202207,BE,chronic_disease,612,indication,1043132,240772,NA,0.088,8.799999999999999,12.3,0.06,23.08,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202208,BE,chronic_disease,376,indication,1043132,241148,NA,0.095,9.5,12.3,0.04,23.12,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202209,BE,chronic_disease,248,indication,1043132,241396,NA,0.102,10.2,12.3,0.02,23.14,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202210,BE,chronic_disease,211,indication,1043132,241607,NA,0.099,9.9,12.3,0.02,23.16,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202211,BE,chronic_disease,196,indication,1043132,241803,NA,0.097,9.700000000000001,12.3,0.02,23.18,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202212,BE,chronic_disease,178,indication,1043132,241981,NA,0.128,12.8,12.3,0.02,23.2,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202213,BE,chronic_disease,253,indication,1043132,242234,NA,0.116,11.600000000000001,12.3,0.02,23.22,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202214,BE,chronic_disease,172,indication,1043132,242406,NA,0.118,11.799999999999999,12.3,0.02,23.24,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202215,BE,chronic_disease,93,indication,1043132,242499,NA,0.106,10.6,12.3,0.01,23.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202216,BE,chronic_disease,44,indication,1043132,242543,NA,0.095,9.5,12.3,0,23.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202217,BE,chronic_disease,160,indication,1043132,242703,NA,0.12,12,12.3,0.02,23.27,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202218,BE,chronic_disease,121,indication,1043132,242824,NA,0.122,12.2,12.3,0.01,23.28,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202219,BE,chronic_disease,130,indication,1043132,242954,NA,0.128,12.8,12.3,0.01,23.29,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202220,BE,chronic_disease,116,indication,1043132,243070,NA,0.123,12.3,12.3,0.01,23.3,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202221,BE,chronic_disease,114,indication,1043132,243184,NA,0.115,11.5,12.3,0.01,23.31,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202222,BE,chronic_disease,102,indication,1043132,243286,NA,0.096,9.6,12.3,0.01,23.32,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202223,BE,chronic_disease,94,indication,1043132,243380,NA,0.104,10.4,12.3,0.01,23.33,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202224,BE,chronic_disease,109,indication,1043132,243489,NA,0.098,9.8,12.3,0.01,23.34,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202225,BE,chronic_disease,143,indication,1043132,243632,NA,0.1,10,12.3,0.01,23.36,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202226,BE,chronic_disease,158,indication,1043132,243790,NA,0.118,11.799999999999999,12.3,0.02,23.37,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202227,BE,chronic_disease,197,indication,1043132,243987,NA,0.107,10.7,12.3,0.02,23.39,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202228,BE,chronic_disease,192,indication,1043132,244179,NA,0.066,6.6000000000000005,12.3,0.02,23.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202229,BE,chronic_disease,134,indication,1043132,244313,NA,0.033,3.3000000000000003,12.2,0.01,23.42,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202230,BE,chronic_disease,124,indication,1043132,244437,NA,0.027,2.7,12.2,0.01,23.43,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202231,BE,chronic_disease,113,indication,1043132,244550,NA,0.03,3,12.2,0.01,23.44,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202232,BE,chronic_disease,174,indication,1043132,244724,NA,0.036,3.5999999999999996,12.2,0.02,23.46,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202233,BE,chronic_disease,156,indication,1043132,244880,NA,0.035,3.5000000000000004,12.2,0.01,23.48,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202234,BE,chronic_disease,166,indication,1043132,245046,NA,0.045,4.5,12.1,0.02,23.49,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202235,BE,chronic_disease,184,indication,1043132,245230,NA,0.064,6.4,12.1,0.02,23.51,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202236,BE,chronic_disease,145,indication,1043132,245375,NA,0.059,5.8999999999999995,12.1,0.01,23.52,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202237,BE,chronic_disease,123,indication,1043132,245498,NA,0.073,7.3,12.1,0.01,23.53,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202238,BE,chronic_disease,106,indication,1043132,245604,NA,0.089,8.9,12.1,0.01,23.54,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202052,BE,med_prof,0,indication,1043132,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202053,BE,med_prof,0,indication,1043132,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202101,BE,med_prof,0,indication,1043132,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202102,BE,med_prof,438,indication,1043132,438,NA,0.099,9.9,9.9,0.04,0.04,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202103,BE,med_prof,1040,indication,1043132,1478,NA,0.104,10.4,10.299999999999999,0.1,0.14,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202104,BE,med_prof,407,indication,1043132,1885,NA,0.039,3.9,7.6,0.04,0.18,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202105,BE,med_prof,278,indication,1043132,2163,NA,0.025,2.5,6.1,0.03,0.21,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202106,BE,med_prof,1523,indication,1043132,3686,NA,0.097,9.700000000000001,7.199999999999999,0.15,0.35,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202107,BE,med_prof,4290,indication,1043132,7976,NA,0.205,20.5,11,0.41,0.76,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202108,BE,med_prof,2156,indication,1043132,10132,NA,0.134,13.4,11.5,0.21,0.97,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202109,BE,med_prof,1508,indication,1043132,11640,NA,0.093,9.3,11.1,0.14,1.12,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202110,BE,med_prof,2700,indication,1043132,14340,NA,0.113,11.3,11.200000000000001,0.26,1.37,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202111,BE,med_prof,4259,indication,1043132,18599,NA,0.186,18.6,12.3,0.41,1.78,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202112,BE,med_prof,2615,indication,1043132,21214,NA,0.167,16.7,12.7,0.25,2.03,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202113,BE,med_prof,4300,indication,1043132,25514,NA,0.234,23.400000000000002,13.8,0.41,2.45,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202114,BE,med_prof,3591,indication,1043132,29105,NA,0.12,12,13.5,0.34,2.79,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202115,BE,med_prof,3154,indication,1043132,32259,NA,0.079,7.9,12.6,0.3,3.09,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202116,BE,med_prof,2057,indication,1043132,34316,NA,0.049,4.9,11.5,0.2,3.29,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202117,BE,med_prof,4839,indication,1043132,39155,NA,0.09,9,11.1,0.46,3.75,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202118,BE,med_prof,8135,indication,1043132,47290,NA,0.123,12.3,11.3,0.78,4.53,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202119,BE,med_prof,3116,indication,1043132,50406,NA,0.046,4.6,10.4,0.3,4.83,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202120,BE,med_prof,3056,indication,1043132,53462,NA,0.043,4.3,9.6,0.29,5.13,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202121,BE,med_prof,2719,indication,1043132,56181,NA,0.038,3.8,8.9,0.26,5.39,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202122,BE,med_prof,6884,indication,1043132,63065,NA,0.087,8.7,8.9,0.66,6.05,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202123,BE,med_prof,3847,indication,1043132,66912,NA,0.047,4.7,8.5,0.37,6.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202124,BE,med_prof,3054,indication,1043132,69966,NA,0.039,3.9,8.1,0.29,6.71,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202125,BE,med_prof,1793,indication,1043132,71759,NA,0.035,3.5000000000000004,7.8,0.17,6.88,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202126,BE,med_prof,1665,indication,1043132,73424,NA,0.037,3.6999999999999997,7.6,0.16,7.04,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202127,BE,med_prof,1990,indication,1043132,75414,NA,0.041,4.1000000000000005,7.5,0.19,7.23,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202128,BE,med_prof,1987,indication,1043132,77401,NA,0.041,4.1000000000000005,7.3,0.19,7.42,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202129,BE,med_prof,1557,indication,1043132,78958,NA,0.049,4.9,7.199999999999999,0.15,7.57,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202130,BE,med_prof,1066,indication,1043132,80024,NA,0.046,4.6,7.199999999999999,0.1,7.67,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202131,BE,med_prof,899,indication,1043132,80923,NA,0.048,4.8,7.1,0.09,7.76,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202132,BE,med_prof,1022,indication,1043132,81945,NA,0.053,5.3,7.1,0.1,7.86,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202133,BE,med_prof,1171,indication,1043132,83116,NA,0.057,5.7,7.1,0.11,7.97,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202134,BE,med_prof,1172,indication,1043132,84288,NA,0.055,5.5,7.1,0.11,8.08,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202135,BE,med_prof,953,indication,1043132,85241,NA,0.063,6.3,7.000000000000001,0.09,8.17,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202136,BE,med_prof,1239,indication,1043132,86480,NA,0.06,6,7.000000000000001,0.12,8.29,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202137,BE,med_prof,1609,indication,1043132,88089,NA,0.061,6.1,7.000000000000001,0.15,8.44,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202138,BE,med_prof,1461,indication,1043132,89550,NA,0.058,5.800000000000001,7.000000000000001,0.14,8.58,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202139,BE,med_prof,879,indication,1043132,90429,NA,0.059,5.8999999999999995,7.000000000000001,0.08,8.67,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202140,BE,med_prof,1097,indication,1043132,91526,NA,0.059,5.8999999999999995,7.000000000000001,0.11,8.77,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202141,BE,med_prof,1232,indication,1043132,92758,NA,0.059,5.8999999999999995,6.9,0.12,8.89,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202142,BE,med_prof,958,indication,1043132,93716,NA,0.052,5.2,6.9,0.09,8.98,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202143,BE,med_prof,677,indication,1043132,94393,NA,0.051,5.1,6.9,0.06,9.05,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202144,BE,med_prof,547,indication,1043132,94940,NA,0.051,5.1,6.9,0.05,9.1,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202145,BE,med_prof,601,indication,1043132,95541,NA,0.047,4.7,6.9,0.06,9.16,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202146,BE,med_prof,933,indication,1043132,96474,NA,0.029,2.9000000000000004,6.800000000000001,0.09,9.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202147,BE,med_prof,2062,indication,1043132,98536,NA,0.054,5.4,6.7,0.2,9.45,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202148,BE,med_prof,5237,indication,1043132,103773,NA,0.106,10.6,6.9,0.5,9.95,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202149,BE,med_prof,7111,indication,1043132,110884,NA,0.121,12.1,7.1,0.68,10.63,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202150,BE,med_prof,5840,indication,1043132,116724,NA,0.088,8.799999999999999,7.1,0.56,11.19,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202151,BE,med_prof,3363,indication,1043132,120087,NA,0.07,7.000000000000001,7.1,0.32,11.51,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202152,BE,med_prof,2655,indication,1043132,122742,NA,0.065,6.5,7.1,0.25,11.77,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202201,BE,med_prof,3301,indication,1043132,126043,NA,0.054,5.4,7.1,0.32,12.08,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202202,BE,med_prof,2829,indication,1043132,128872,NA,0.048,4.8,7.000000000000001,0.27,12.35,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202203,BE,med_prof,2349,indication,1043132,131221,NA,0.048,4.8,6.9,0.23,12.58,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202204,BE,med_prof,1660,indication,1043132,132881,NA,0.052,5.2,6.9,0.16,12.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202205,BE,med_prof,959,indication,1043132,133840,NA,0.055,5.5,6.9,0.09,12.83,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202206,BE,med_prof,452,indication,1043132,134292,NA,0.043,4.3,6.9,0.04,12.87,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202207,BE,med_prof,246,indication,1043132,134538,NA,0.035,3.5000000000000004,6.9,0.02,12.9,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202208,BE,med_prof,164,indication,1043132,134702,NA,0.041,4.1000000000000005,6.9,0.02,12.91,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202209,BE,med_prof,104,indication,1043132,134806,NA,0.043,4.3,6.9,0.01,12.92,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202210,BE,med_prof,86,indication,1043132,134892,NA,0.04,4,6.9,0.01,12.93,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202211,BE,med_prof,90,indication,1043132,134982,NA,0.044,4.3999999999999995,6.800000000000001,0.01,12.94,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202212,BE,med_prof,65,indication,1043132,135047,NA,0.047,4.7,6.800000000000001,0.01,12.95,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202213,BE,med_prof,95,indication,1043132,135142,NA,0.043,4.3,6.800000000000001,0.01,12.96,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202214,BE,med_prof,66,indication,1043132,135208,NA,0.045,4.5,6.800000000000001,0.01,12.96,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202215,BE,med_prof,43,indication,1043132,135251,NA,0.049,4.9,6.800000000000001,0,12.97,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202216,BE,med_prof,23,indication,1043132,135274,NA,0.05,5,6.800000000000001,0,12.97,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202217,BE,med_prof,53,indication,1043132,135327,NA,0.04,4,6.800000000000001,0.01,12.97,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202218,BE,med_prof,45,indication,1043132,135372,NA,0.045,4.5,6.800000000000001,0,12.98,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202219,BE,med_prof,46,indication,1043132,135418,NA,0.045,4.5,6.800000000000001,0,12.98,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202220,BE,med_prof,55,indication,1043132,135473,NA,0.058,5.800000000000001,6.800000000000001,0.01,12.99,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202221,BE,med_prof,57,indication,1043132,135530,NA,0.057,5.7,6.800000000000001,0.01,12.99,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202222,BE,med_prof,54,indication,1043132,135584,NA,0.051,5.1,6.800000000000001,0.01,13,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
202223,BE,med_prof,43,indication,1043132,135627,NA,0.048,4.8,6.800000000000001,0,13,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed
