date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202118,FL,male,637,sex,19368,6642,3.29,34.29,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.464,46.400000000000006
202119,FL,male,1035,sex,19368,7677,5.34,39.64,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.527,52.7
202120,FL,male,1427,sex,19368,9104,7.37,47.01,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.519,51.9
202121,FL,male,1132,sex,19368,10236,5.84,52.85,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.514,51.4
202122,FL,male,1367,sex,19368,11603,7.06,59.91,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.493,49.3
202123,FL,male,1481,sex,19368,13084,7.65,67.55,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.515,51.5
202124,FL,male,1471,sex,19368,14555,7.6,75.15,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.523,52.300000000000004
202125,FL,male,826,sex,19368,15381,4.26,79.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.511,51.1
202126,FL,male,1185,sex,19368,16566,6.12,85.53,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.521,52.1
202127,FL,male,1327,sex,19368,17893,6.85,92.38,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.507,50.7
202128,FL,male,1220,sex,19368,19113,6.3,98.68,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.524,52.400000000000006
202129,FL,male,338,sex,19368,19451,1.75,100.43,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.532,53.2
202130,FL,male,0,sex,19368,19451,0,100.43,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202131,FL,male,0,sex,19368,19451,0,100.43,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202132,FL,male,869,sex,19368,20320,4.49,104.92,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.506,50.6
202133,FL,male,623,sex,19368,20943,3.22,108.13,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.509,50.9
202134,FL,male,478,sex,19368,21421,2.47,110.6,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.481,48.1
202135,FL,male,0,sex,19368,21421,0,110.6,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202136,FL,male,230,sex,19368,21651,1.19,111.79,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.493,49.3
202137,FL,male,883,sex,19368,22534,4.56,116.35,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.503,50.3
202138,FL,male,684,sex,19368,23218,3.53,119.88,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.506,50.6
202139,FL,male,94,sex,19368,23312,0.49,120.36,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.537,53.7
202140,FL,male,93,sex,19368,23405,0.48,120.84,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.492,49.2
202141,FL,male,84,sex,19368,23489,0.43,121.28,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.512,51.2
202142,FL,male,529,sex,19368,24018,2.73,124.01,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.504,50.4
202143,FL,male,239,sex,19368,24257,1.23,125.24,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.548,54.800000000000004
202144,FL,male,208,sex,19368,24465,1.07,126.32,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.514,51.4
202145,FL,male,175,sex,19368,24640,0.9,127.22,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.524,52.400000000000006
202146,FL,male,125,sex,19368,24765,0.65,127.87,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.337,33.7
202147,FL,male,355,sex,19368,25120,1.83,129.7,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.471,47.099999999999994
202148,FL,male,551,sex,19368,25671,2.84,132.54,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.445,44.5
202149,FL,male,2169,sex,19368,27840,11.2,143.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.502,50.2
202150,FL,male,2537,sex,19368,30377,13.1,156.84,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.503,50.3
202151,FL,male,887,sex,19368,31264,4.58,161.42,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.509,50.9
202152,FL,male,25,sex,19368,31289,0.13,161.55,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.41,41
202201,FL,male,908,sex,19368,32197,4.69,166.24,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.506,50.6
202202,FL,male,1122,sex,19368,33319,5.79,172.03,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.503,50.3
202203,FL,male,746,sex,19368,34065,3.85,175.88,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.501,50.1
202204,FL,male,122,sex,19368,34187,0.63,176.51,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.49,49
202205,FL,male,364,sex,19368,34551,1.88,178.39,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.52,52
202206,FL,male,235,sex,19368,34786,1.21,179.61,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.501,50.1
202207,FL,male,72,sex,19368,34858,0.37,179.98,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.436,43.6
202208,FL,male,55,sex,19368,34913,0.28,180.26,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.451,45.1
202209,FL,male,0,sex,19368,34913,0,180.26,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202210,FL,male,46,sex,19368,34959,0.24,180.5,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.43,43
202211,FL,male,0,sex,19368,34959,0,180.5,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202212,FL,male,46,sex,19368,35005,0.24,180.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.469,46.9
202213,FL,male,0,sex,19368,35005,0,180.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202214,FL,male,0,sex,19368,35005,0,180.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202215,FL,male,42,sex,19368,35047,0.22,180.95,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.538,53.800000000000004
202216,FL,male,0,sex,19368,35047,0,180.95,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202217,FL,male,25,sex,19368,35072,0.13,181.08,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.446,44.6
202218,FL,male,0,sex,19368,35072,0,181.08,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202219,FL,male,24,sex,19368,35096,0.12,181.21,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.407,40.699999999999996
202220,FL,male,0,sex,19368,35096,0,181.21,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202221,FL,male,26,sex,19368,35122,0.13,181.34,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.464,46.400000000000006
202222,FL,male,0,sex,19368,35122,0,181.34,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202223,FL,male,24,sex,19368,35146,0.12,181.46,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.49,49
202224,FL,male,0,sex,19368,35146,0,181.46,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202225,FL,male,23,sex,19368,35169,0.12,181.58,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.479,47.9
202226,FL,male,0,sex,19368,35169,0,181.58,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202227,FL,male,25,sex,19368,35194,0.13,181.71,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.49,49
202228,FL,male,0,sex,19368,35194,0,181.71,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202229,FL,male,137,sex,19368,35331,0.71,182.42,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.507,50.7
202230,FL,male,63,sex,19368,35394,0.33,182.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.328,32.800000000000004
202231,FL,male,32,sex,19368,35426,0.17,182.91,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.485,48.5
202232,FL,male,3,sex,19368,35429,0.02,182.93,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.188,18.8
202233,FL,male,0,sex,19368,35429,0,182.93,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202234,FL,male,18,sex,19368,35447,0.09,183.02,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.486,48.6
202235,FL,male,0,sex,19368,35447,0,183.02,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202236,FL,male,0,sex,19368,35447,0,183.02,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202237,FL,male,16,sex,19368,35463,0.08,183.1,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.615,61.5
202238,FL,male,0,sex,19368,35463,0,183.1,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202052,FL,female,0,sex,19687,0,0,0,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202053,FL,female,0,sex,19687,0,0,0,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202101,FL,female,1,sex,19687,1,0.01,0.01,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.167,16.7
202102,FL,female,2,sex,19687,3,0.01,0.02,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.4,40
202103,FL,female,238,sex,19687,241,1.21,1.22,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.717,71.7
202104,FL,female,361,sex,19687,602,1.83,3.06,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.725,72.5
202105,FL,female,2,sex,19687,604,0.01,3.07,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.4,40
202106,FL,female,235,sex,19687,839,1.19,4.26,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.714,71.39999999999999
202107,FL,female,384,sex,19687,1223,1.95,6.21,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.599,59.9
202108,FL,female,490,sex,19687,1713,2.49,8.7,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.623,62.3
202109,FL,female,288,sex,19687,2001,1.46,10.16,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.546,54.6
202110,FL,female,340,sex,19687,2341,1.73,11.89,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.522,52.2
202111,FL,female,337,sex,19687,2678,1.71,13.6,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.574,57.4
202112,FL,female,589,sex,19687,3267,2.99,16.59,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.524,52.400000000000006
202113,FL,female,543,sex,19687,3810,2.76,19.35,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.535,53.5
202114,FL,female,490,sex,19687,4300,2.49,21.84,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.538,53.800000000000004
202115,FL,female,691,sex,19687,4991,3.51,25.35,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.478,47.8
202116,FL,female,1251,sex,19687,6242,6.35,31.71,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.481,48.1
202117,FL,female,755,sex,19687,6997,3.84,35.54,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.49,49
202118,FL,female,735,sex,19687,7732,3.73,39.27,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.536,53.6
202119,FL,female,930,sex,19687,8662,4.72,44,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.473,47.3
202120,FL,female,1320,sex,19687,9982,6.7,50.7,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.481,48.1
202121,FL,female,1071,sex,19687,11053,5.44,56.14,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.486,48.6
202122,FL,female,1408,sex,19687,12461,7.15,63.3,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.507,50.7
202123,FL,female,1394,sex,19687,13855,7.08,70.38,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.485,48.5
202124,FL,female,1340,sex,19687,15195,6.81,77.18,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.477,47.699999999999996
202125,FL,female,791,sex,19687,15986,4.02,81.2,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.489,48.9
202126,FL,female,1090,sex,19687,17076,5.54,86.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.479,47.9
202127,FL,female,1290,sex,19687,18366,6.55,93.29,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.493,49.3
202128,FL,female,1110,sex,19687,19476,5.64,98.93,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.476,47.599999999999994
202129,FL,female,297,sex,19687,19773,1.51,100.44,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.468,46.800000000000004
202130,FL,female,0,sex,19687,19773,0,100.44,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202131,FL,female,0,sex,19687,19773,0,100.44,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202132,FL,female,849,sex,19687,20622,4.31,104.75,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.494,49.4
202133,FL,female,601,sex,19687,21223,3.05,107.8,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.491,49.1
202134,FL,female,515,sex,19687,21738,2.62,110.42,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.519,51.9
202135,FL,female,0,sex,19687,21738,0,110.42,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202136,FL,female,237,sex,19687,21975,1.2,111.62,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.507,50.7
202137,FL,female,873,sex,19687,22848,4.43,116.06,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.497,49.7
202138,FL,female,669,sex,19687,23517,3.4,119.45,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.494,49.4
202139,FL,female,81,sex,19687,23598,0.41,119.87,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.463,46.300000000000004
202140,FL,female,96,sex,19687,23694,0.49,120.35,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.508,50.8
202141,FL,female,80,sex,19687,23774,0.41,120.76,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.488,48.8
202142,FL,female,520,sex,19687,24294,2.64,123.4,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.496,49.6
202143,FL,female,197,sex,19687,24491,1,124.4,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.452,45.2
202144,FL,female,197,sex,19687,24688,1,125.4,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.486,48.6
202145,FL,female,159,sex,19687,24847,0.81,126.21,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.476,47.599999999999994
202146,FL,female,246,sex,19687,25093,1.25,127.46,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.663,66.3
202147,FL,female,398,sex,19687,25491,2.02,129.48,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.529,52.900000000000006
202148,FL,female,686,sex,19687,26177,3.48,132.97,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.555,55.50000000000001
202149,FL,female,2153,sex,19687,28330,10.94,143.9,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.498,49.8
202150,FL,female,2505,sex,19687,30835,12.72,156.63,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.497,49.7
202151,FL,female,856,sex,19687,31691,4.35,160.97,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.491,49.1
202152,FL,female,36,sex,19687,31727,0.18,161.16,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.59,59
202201,FL,female,886,sex,19687,32613,4.5,165.66,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.494,49.4
202202,FL,female,1109,sex,19687,33722,5.63,171.29,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.497,49.7
202203,FL,female,742,sex,19687,34464,3.77,175.06,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.499,49.9
202204,FL,female,127,sex,19687,34591,0.65,175.7,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.51,51
202205,FL,female,336,sex,19687,34927,1.71,177.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.48,48
202206,FL,female,234,sex,19687,35161,1.19,178.6,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.499,49.9
202207,FL,female,93,sex,19687,35254,0.47,179.07,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.564,56.39999999999999
202208,FL,female,67,sex,19687,35321,0.34,179.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.549,54.900000000000006
202209,FL,female,0,sex,19687,35321,0,179.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202210,FL,female,61,sex,19687,35382,0.31,179.72,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.57,56.99999999999999
202211,FL,female,0,sex,19687,35382,0,179.72,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202212,FL,female,52,sex,19687,35434,0.26,179.99,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.531,53.1
202213,FL,female,0,sex,19687,35434,0,179.99,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202214,FL,female,0,sex,19687,35434,0,179.99,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202215,FL,female,36,sex,19687,35470,0.18,180.17,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.462,46.2
202216,FL,female,0,sex,19687,35470,0,180.17,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202217,FL,female,31,sex,19687,35501,0.16,180.33,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.554,55.400000000000006
202218,FL,female,0,sex,19687,35501,0,180.33,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202219,FL,female,35,sex,19687,35536,0.18,180.5,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.593,59.3
202220,FL,female,0,sex,19687,35536,0,180.5,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202221,FL,female,30,sex,19687,35566,0.15,180.66,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.536,53.6
202222,FL,female,0,sex,19687,35566,0,180.66,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202223,FL,female,25,sex,19687,35591,0.13,180.78,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.51,51
202224,FL,female,0,sex,19687,35591,0,180.78,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202225,FL,female,25,sex,19687,35616,0.13,180.91,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.521,52.1
202226,FL,female,0,sex,19687,35616,0,180.91,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202227,FL,female,26,sex,19687,35642,0.13,181.04,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.51,51
202228,FL,female,0,sex,19687,35642,0,181.04,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202229,FL,female,133,sex,19687,35775,0.68,181.72,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.493,49.3
202230,FL,female,129,sex,19687,35904,0.66,182.37,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.672,67.2
202231,FL,female,34,sex,19687,35938,0.17,182.55,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.515,51.5
202232,FL,female,13,sex,19687,35951,0.07,182.61,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.812,81.2
202233,FL,female,0,sex,19687,35951,0,182.61,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202234,FL,female,19,sex,19687,35970,0.1,182.71,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.514,51.4
202235,FL,female,0,sex,19687,35970,0,182.71,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202236,FL,female,0,sex,19687,35970,0,182.71,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202237,FL,female,10,sex,19687,35980,0.05,182.76,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.385,38.5
202238,FL,female,0,sex,19687,35980,0,182.76,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202052,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202053,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202101,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202102,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202103,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202104,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202105,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202106,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202107,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202108,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202109,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202110,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202111,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202112,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202113,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202114,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202115,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202116,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202117,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202118,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202119,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202120,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202121,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202122,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202123,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202124,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202125,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202126,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202127,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202128,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202129,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202130,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202131,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202132,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202133,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202134,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202135,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202136,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202137,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202138,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202139,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202140,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202141,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202142,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202143,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202144,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202145,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
