geoRegion,period_start_date,period_end_date,pop,inzCategoryNormalized,type,geoRegion_type,version,geoVersion
BZRK0112,2020-04-06,2020-04-19,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-04-20,2020-05-03,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-05-04,2020-05-17,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-05-18,2020-05-31,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-06-01,2020-06-14,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-06-15,2020-06-28,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-06-29,2020-07-12,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-07-13,2020-07-26,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-07-27,2020-08-09,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-08-10,2020-08-23,423193,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-08-24,2020-09-06,423193,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-09-07,2020-09-20,423193,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-09-21,2020-10-04,423193,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-10-05,2020-10-18,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-10-19,2020-11-01,423193,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-11-02,2020-11-15,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-11-16,2020-11-29,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-11-30,2020-12-13,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-12-14,2020-12-27,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2020-12-28,2021-01-10,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-01-11,2021-01-24,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-01-25,2021-02-07,423193,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-02-08,2021-02-21,423193,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-02-22,2021-03-07,423193,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-03-08,2021-03-21,423193,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-03-22,2021-04-04,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-04-05,2021-04-18,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-04-19,2021-05-02,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-05-03,2021-05-16,423193,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-05-17,2021-05-30,423193,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-05-31,2021-06-13,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-06-14,2021-06-27,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-06-28,2021-07-11,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-07-12,2021-07-25,423193,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-07-26,2021-08-08,423193,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-08-09,2021-08-22,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-08-23,2021-09-05,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-09-06,2021-09-19,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-09-20,2021-10-03,423193,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-10-04,2021-10-17,423193,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-10-18,2021-10-31,423193,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-11-01,2021-11-14,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-11-15,2021-11-28,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-11-29,2021-12-12,423193,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-12-13,2021-12-26,423193,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2021-12-27,2022-01-09,423193,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-01-10,2022-01-23,423193,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-01-24,2022-02-06,423193,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-02-07,2022-02-20,423193,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-02-21,2022-03-06,423193,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-03-07,2022-03-20,423193,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-03-21,2022-04-03,423193,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-04-04,2022-04-17,423193,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-04-18,2022-05-01,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-05-02,2022-05-15,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-05-16,2022-05-29,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-05-30,2022-06-12,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-06-13,2022-06-26,423193,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-06-27,2022-07-10,423193,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-07-11,2022-07-24,423193,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-07-25,2022-08-07,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-08-08,2022-08-21,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-08-22,2022-09-04,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-09-05,2022-09-18,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-09-19,2022-10-02,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-10-03,2022-10-16,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-10-17,2022-10-30,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-10-31,2022-11-13,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-11-14,2022-11-27,423193,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-11-28,2022-12-11,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-12-12,2022-12-25,423193,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2022-12-26,2023-01-08,423193,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-01-09,2023-01-22,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-01-23,2023-02-05,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-02-06,2023-02-19,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-02-20,2023-03-05,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-03-06,2023-03-19,423193,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-03-20,2023-04-02,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-04-03,2023-04-16,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-04-17,2023-04-30,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-05-01,2023-05-14,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-05-15,2023-05-28,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-05-29,2023-06-11,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-06-12,2023-06-25,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-06-26,2023-07-09,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-07-10,2023-07-23,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-07-24,2023-08-06,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-08-07,2023-08-20,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-08-21,2023-09-03,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-09-04,2023-09-17,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-09-18,2023-10-01,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-10-02,2023-10-15,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-10-16,2023-10-29,423193,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-10-30,2023-11-12,423193,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0112,2023-11-13,2023-11-26,423193,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-02-24,2020-03-08,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-03-09,2020-03-22,53744,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-03-23,2020-04-05,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-04-06,2020-04-19,53744,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-04-20,2020-05-03,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-05-04,2020-05-17,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-05-18,2020-05-31,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-06-01,2020-06-14,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-06-15,2020-06-28,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-06-29,2020-07-12,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-07-13,2020-07-26,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-07-27,2020-08-09,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-08-10,2020-08-23,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-08-24,2020-09-06,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-09-07,2020-09-20,53744,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-09-21,2020-10-04,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-10-05,2020-10-18,53744,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-10-19,2020-11-01,53744,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-11-02,2020-11-15,53744,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-11-16,2020-11-29,53744,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-11-30,2020-12-13,53744,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-12-14,2020-12-27,53744,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2020-12-28,2021-01-10,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-01-11,2021-01-24,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-01-25,2021-02-07,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-02-08,2021-02-21,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-02-22,2021-03-07,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-03-08,2021-03-21,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-03-22,2021-04-04,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-04-05,2021-04-18,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-04-19,2021-05-02,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-05-03,2021-05-16,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-05-17,2021-05-30,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-05-31,2021-06-13,53744,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-06-14,2021-06-27,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-06-28,2021-07-11,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-07-12,2021-07-25,53744,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-07-26,2021-08-08,53744,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-08-09,2021-08-22,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-08-23,2021-09-05,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-09-06,2021-09-19,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-09-20,2021-10-03,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-10-04,2021-10-17,53744,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-10-18,2021-10-31,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-11-01,2021-11-14,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-11-15,2021-11-28,53744,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-11-29,2021-12-12,53744,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-12-13,2021-12-26,53744,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2021-12-27,2022-01-09,53744,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-01-10,2022-01-23,53744,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-01-24,2022-02-06,53744,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-02-07,2022-02-20,53744,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-02-21,2022-03-06,53744,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-03-07,2022-03-20,53744,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-03-21,2022-04-03,53744,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-04-04,2022-04-17,53744,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-04-18,2022-05-01,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-05-02,2022-05-15,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-05-16,2022-05-29,53744,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-05-30,2022-06-12,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-06-13,2022-06-26,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-06-27,2022-07-10,53744,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-07-11,2022-07-24,53744,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-07-25,2022-08-07,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-08-08,2022-08-21,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-08-22,2022-09-04,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-09-05,2022-09-18,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-09-19,2022-10-02,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-10-03,2022-10-16,53744,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-10-17,2022-10-30,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-10-31,2022-11-13,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-11-14,2022-11-27,53744,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-11-28,2022-12-11,53744,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-12-12,2022-12-25,53744,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2022-12-26,2023-01-08,53744,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-01-09,2023-01-22,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-01-23,2023-02-05,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-02-06,2023-02-19,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-02-20,2023-03-05,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-03-06,2023-03-19,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-03-20,2023-04-02,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-04-03,2023-04-16,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-04-17,2023-04-30,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-05-01,2023-05-14,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-05-15,2023-05-28,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-05-29,2023-06-11,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-06-12,2023-06-25,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-06-26,2023-07-09,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-07-10,2023-07-23,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-07-24,2023-08-06,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-08-07,2023-08-20,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-08-21,2023-09-03,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-09-04,2023-09-17,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-09-18,2023-10-01,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-10-02,2023-10-15,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-10-16,2023-10-29,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-10-30,2023-11-12,53744,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0241,2023-11-13,2023-11-26,53744,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-02-24,2020-03-08,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-03-09,2020-03-22,103148,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-03-23,2020-04-05,103148,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-04-06,2020-04-19,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-04-20,2020-05-03,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-05-04,2020-05-17,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-05-18,2020-05-31,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-06-01,2020-06-14,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-06-15,2020-06-28,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-06-29,2020-07-12,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-07-13,2020-07-26,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-07-27,2020-08-09,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-08-10,2020-08-23,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-08-24,2020-09-06,103148,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-09-07,2020-09-20,103148,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-09-21,2020-10-04,103148,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-10-05,2020-10-18,103148,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-10-19,2020-11-01,103148,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-11-02,2020-11-15,103148,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-11-16,2020-11-29,103148,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-11-30,2020-12-13,103148,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-12-14,2020-12-27,103148,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2020-12-28,2021-01-10,103148,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-01-11,2021-01-24,103148,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-01-25,2021-02-07,103148,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-02-08,2021-02-21,103148,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-02-22,2021-03-07,103148,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-03-08,2021-03-21,103148,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-03-22,2021-04-04,103148,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-04-05,2021-04-18,103148,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-04-19,2021-05-02,103148,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-05-03,2021-05-16,103148,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-05-17,2021-05-30,103148,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-05-31,2021-06-13,103148,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK0242,2021-06-14,2021-06-27,103148,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
