sex,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
female,NW,202021,0,TRUE,68,NA,NA,21406,0,317.67,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,-1,-4.67,-100,NA
female,OW,202021,2,TRUE,39,0.667,66.7,18981,10.54,205.47,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,2,10.54,NA,NA
female,SG,202021,0,TRUE,387,0,0,258594,0,149.66,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,-2,-0.77,-100,-66.7
female,SH,202021,0,TRUE,41,0,0,42387,0,96.73,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,0,NA,NA
female,SO,202021,1,TRUE,233,0.5,50,140198,0.71,166.19,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,-6,-4.28,-85.7,-13.600000000000001
female,SZ,202021,0,TRUE,148,NA,NA,79628,0,185.86,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,-1,-1.26,-100,NA
female,TG,202021,1,TRUE,188,1,100,141817,0.71,132.57,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,0,0,50
female,TI,202021,12,TRUE,1720,0.522,52.2,180732,6.64,951.69,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,4,2.21,50,10.100000000000001
female,UR,202021,0,TRUE,44,0,0,18203,0,241.72,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,0,NA,0
female,VD,202021,12,TRUE,3104,0.48,48,418657,2.87,741.42,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,-9,-2.15,-42.9,-8.799999999999997
female,VS,202021,2,TRUE,1068,0.4,40,177734,1.13,600.9,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,-6,-3.37,-75,-2.1000000000000014
female,ZG,202021,1,TRUE,75,0.333,33.300000000000004,64046,1.56,117.1,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,-3,-4.69,-75,-66.69999999999999
female,ZH,202021,8,TRUE,1834,0.667,66.7,784417,1.02,233.8,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,-5,-0.64,-38.5,20.299999999999997
unknown,AG,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,AI,202021,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,NA
unknown,AR,202021,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,NA
unknown,BE,202021,0,TRUE,2,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,BL,202021,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,NA
unknown,BS,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,FL,202021,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,NA
unknown,FR,202021,0,TRUE,2,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,GE,202021,0,TRUE,3,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,GL,202021,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,NA
unknown,GR,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,JU,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,NA
unknown,LU,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,NE,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,NW,202021,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,NA
unknown,OW,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,NA
unknown,SG,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,SH,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,NA
unknown,SO,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,SZ,202021,0,TRUE,1,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,NA
unknown,TG,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,TI,202021,0,TRUE,1,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,UR,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,VD,202021,1,TRUE,5,0.04,4,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,1,NA,NA,4
unknown,VS,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,ZG,202021,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
unknown,ZH,202021,0,TRUE,6,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,0,NA,NA,0
male,AG,202022,6,TRUE,567,0.462,46.2,353433,1.7,160.43,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,0,-8.300000000000004
male,AI,202022,0,TRUE,13,NA,NA,8389,0,154.96,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
male,AR,202022,0,TRUE,41,NA,NA,27993,0,146.47,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
male,BE,202022,4,TRUE,880,0.444,44.4,514609,0.78,171,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-4,-0.77,-50,0
male,BL,202022,4,TRUE,451,0.8,80,143638,2.78,313.98,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,4,2.78,NA,NA
male,BS,202022,1,TRUE,529,0.5,50,95406,1.05,554.47,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,1,1.05,NA,50
male,FL,202022,0,TRUE,46,NA,NA,19368,0,237.51,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
male,FR,202022,3,TRUE,477,1,100,165058,1.82,288.99,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-3,-1.82,-50,40
male,GE,202022,10,TRUE,2265,0.5,50,246918,4.05,917.31,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,2,0.81,25,5.600000000000001
male,GL,202022,0,TRUE,45,NA,NA,20812,0,216.22,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
male,GR,202022,1,TRUE,421,0.5,50,101045,0.99,416.65,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,0,16.699999999999996
male,JU,202022,2,TRUE,92,1,100,36522,5.48,251.9,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,2,5.48,NA,100
male,LU,202022,1,TRUE,342,1,100,209465,0.48,163.27,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-3,-1.43,-75,50
male,NE,202022,1,TRUE,294,0.5,50,86394,1.16,340.3,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-1,-1.15,-50,10
male,NW,202022,0,TRUE,53,0,0,22488,0,235.68,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
male,OW,202022,0,TRUE,38,NA,NA,19454,0,195.33,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-1,-5.14,-100,NA
male,SG,202022,0,TRUE,404,0,0,260651,0,155,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-1,-0.38,-100,-100
male,SH,202022,0,TRUE,38,NA,NA,41608,0,91.33,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-1,-2.4,-100,NA
male,SO,202022,1,TRUE,186,0.25,25,140047,0.71,132.81,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,0,-25
male,SZ,202022,0,TRUE,144,NA,NA,84061,0,171.3,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
male,TG,202022,1,TRUE,167,0.333,33.300000000000004,144147,0.69,115.85,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,1,0.69,NA,33.300000000000004
male,TI,202022,5,TRUE,1556,0.5,50,171449,2.92,907.56,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-6,-3.5,-54.5,2.200000000000003
male,UR,202022,0,TRUE,47,NA,NA,18844,0,249.42,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-1,-5.31,-100,NA
male,VD,202022,6,TRUE,2441,0.462,46.2,404311,1.48,603.74,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-6,-1.49,-50,-1.7999999999999972
male,VS,202022,2,TRUE,837,0.222,22.2,175475,1.14,476.99,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-1,-0.57,-33.3,-37.8
male,ZG,202022,0,TRUE,98,NA,NA,65741,0,149.07,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-2,-3.04,-100,NA
male,ZH,202022,12,TRUE,1678,0.462,46.2,780245,1.54,215.06,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,8,1.03,200,12.899999999999999
female,AG,202022,7,TRUE,643,0.538,53.800000000000004,349653,2,183.9,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,2,0.57,40,8.300000000000004
female,AI,202022,0,TRUE,12,NA,NA,7971,0,150.55,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
female,AR,202022,0,TRUE,50,NA,NA,27592,0,181.21,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
female,BE,202022,5,TRUE,998,0.556,55.60000000000001,532864,0.94,187.29,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-5,-0.94,-50,0
female,BL,202022,1,TRUE,426,0.2,20,149179,0.67,285.56,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,1,0.67,NA,NA
female,BS,202022,1,TRUE,596,0.5,50,100630,0.99,592.27,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,0,-50
female,FL,202022,0,TRUE,37,NA,NA,19687,0,187.94,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
female,FR,202022,0,TRUE,695,0,0,164751,0,421.85,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-4,-2.43,-100,-40
female,GE,202022,10,TRUE,2954,0.5,50,262530,3.81,1125.2,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,0,-5.6000000000000085
female,GL,202022,0,TRUE,81,NA,NA,20378,0,397.49,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
female,GR,202022,1,TRUE,382,0.5,50,100331,1,380.74,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-1,-0.99,-50,-16.700000000000003
female,JU,202022,0,TRUE,118,0,0,37276,0,316.56,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-2,-5.37,-100,-100
female,LU,202022,0,TRUE,372,0,0,210861,0,176.42,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-4,-1.9,-100,-50
female,NE,202022,1,TRUE,400,0.5,50,89772,1.11,445.57,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-2,-2.23,-66.7,-10
female,NW,202022,1,TRUE,69,1,100,21406,4.67,322.34,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,1,4.67,NA,NA
female,OW,202022,0,TRUE,39,NA,NA,18981,0,205.47,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-2,-10.54,-100,NA
female,SG,202022,1,TRUE,388,1,100,258594,0.39,150.04,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,1,0.39,NA,100
female,SH,202022,0,TRUE,41,NA,NA,42387,0,96.73,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
female,SO,202022,3,TRUE,236,0.75,75,140198,2.14,168.33,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,2,1.43,200,25
female,SZ,202022,0,TRUE,148,NA,NA,79628,0,185.86,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
female,TG,202022,2,TRUE,190,0.667,66.7,141817,1.41,133.98,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,1,0.7,100,-33.3
female,TI,202022,5,TRUE,1725,0.5,50,180732,2.77,954.45,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-7,-3.87,-58.3,-2.200000000000003
female,UR,202022,0,TRUE,44,NA,NA,18203,0,241.72,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,0,NA,NA
female,VD,202022,7,TRUE,3111,0.538,53.800000000000004,418657,1.67,743.09,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-5,-1.2,-41.7,5.800000000000004
female,VS,202022,7,TRUE,1075,0.778,77.8,177734,3.94,604.84,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,5,2.81,250,37.8
female,ZG,202022,0,TRUE,75,NA,NA,64046,0,117.1,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-1,-1.56,-100,NA
female,ZH,202022,14,TRUE,1848,0.538,53.800000000000004,784417,1.78,235.59,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,6,0.76,75,-12.899999999999999
unknown,AG,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,AI,202022,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,AR,202022,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,BE,202022,0,TRUE,2,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,BL,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,BS,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,FL,202022,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,FR,202022,0,TRUE,2,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,GE,202022,0,TRUE,3,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,GL,202022,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,GR,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,JU,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,LU,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,NE,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,NW,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,OW,202022,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,SG,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,SH,202022,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,SO,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,SZ,202022,0,TRUE,1,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,TG,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,TI,202022,0,TRUE,1,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,UR,202022,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,VD,202022,0,TRUE,5,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-1,NA,-100,-4
unknown,VS,202022,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
unknown,ZG,202022,0,TRUE,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,NA
unknown,ZH,202022,0,TRUE,6,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,0,NA,NA,0
male,AG,202023,1,TRUE,568,0.2,20,353433,0.28,160.71,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-5,-1.42,-83.3,-26.200000000000003
male,AI,202023,0,TRUE,13,NA,NA,8389,0,154.96,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
male,AR,202023,0,TRUE,41,NA,NA,27993,0,146.47,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
male,BE,202023,4,TRUE,884,0.571,57.099999999999994,514609,0.78,171.78,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,0,12.699999999999996
male,BL,202023,1,TRUE,452,0.5,50,143638,0.7,314.68,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-3,-2.08,-75,-30
male,BS,202023,2,TRUE,531,0.5,50,95406,2.1,556.57,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,1,1.05,100,0
male,FL,202023,0,TRUE,46,NA,NA,19368,0,237.51,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
male,FR,202023,7,TRUE,484,0.583,58.3,165058,4.24,293.23,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,4,2.42,133.3,-41.7
male,GE,202023,5,TRUE,2270,0.5,50,246918,2.02,919.33,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-5,-2.03,-50,0
male,GL,202023,0,TRUE,45,NA,NA,20812,0,216.22,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
male,GR,202023,0,TRUE,421,0,0,101045,0,416.65,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-1,-0.99,-100,-50
male,JU,202023,0,TRUE,92,NA,NA,36522,0,251.9,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-2,-5.48,-100,NA
male,LU,202023,0,TRUE,342,0,0,209465,0,163.27,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-1,-0.48,-100,-100
male,NE,202023,2,TRUE,296,0.333,33.300000000000004,86394,2.31,342.62,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,1,1.15,100,-16.699999999999996
male,NW,202023,0,TRUE,53,NA,NA,22488,0,235.68,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
male,OW,202023,0,TRUE,38,NA,NA,19454,0,195.33,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
male,SG,202023,2,TRUE,406,1,100,260651,0.77,155.76,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,2,0.77,NA,100
male,SH,202023,1,TRUE,39,1,100,41608,2.4,93.73,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,1,2.4,NA,NA
male,SO,202023,1,TRUE,187,0.5,50,140047,0.71,133.53,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,0,25
male,SZ,202023,0,TRUE,144,NA,NA,84061,0,171.3,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
male,TG,202023,0,TRUE,167,0,0,144147,0,115.85,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-1,-0.69,-100,-33.300000000000004
male,TI,202023,0,TRUE,1556,0,0,171449,0,907.56,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-5,-2.92,-100,-50
male,UR,202023,0,TRUE,47,NA,NA,18844,0,249.42,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
male,VD,202023,8,TRUE,2449,0.533,53.300000000000004,404311,1.98,605.72,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,2,0.5,33.3,7.100000000000001
male,VS,202023,4,TRUE,841,0.444,44.4,175475,2.28,479.27,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,2,1.14,100,22.2
male,ZG,202023,0,TRUE,98,0,0,65741,0,149.07,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
male,ZH,202023,11,TRUE,1689,0.611,61.1,780245,1.41,216.47,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-1,-0.13,-8.3,14.899999999999999
female,AG,202023,4,TRUE,647,0.8,80,349653,1.14,185.04,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-3,-0.86,-42.9,26.199999999999996
female,AI,202023,0,TRUE,12,NA,NA,7971,0,150.55,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
female,AR,202023,0,TRUE,50,NA,NA,27592,0,181.21,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
female,BE,202023,3,TRUE,1001,0.429,42.9,532864,0.56,187.85,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-2,-0.38,-40,-12.70000000000001
female,BL,202023,1,TRUE,427,0.5,50,149179,0.67,286.23,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,0,30
female,BS,202023,2,TRUE,598,0.5,50,100630,1.99,594.26,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,1,1,100,0
female,FL,202023,0,TRUE,37,NA,NA,19687,0,187.94,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
female,FR,202023,5,TRUE,700,0.417,41.699999999999996,164751,3.03,424.88,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,5,3.03,NA,41.699999999999996
female,GE,202023,5,TRUE,2959,0.5,50,262530,1.9,1127.11,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-5,-1.91,-50,0
female,GL,202023,0,TRUE,81,NA,NA,20378,0,397.49,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
female,GR,202023,1,TRUE,383,1,100,100331,1,381.74,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,0,50
female,JU,202023,0,TRUE,118,NA,NA,37276,0,316.56,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
female,LU,202023,1,TRUE,373,1,100,210861,0.47,176.89,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,1,0.47,NA,100
female,NE,202023,4,TRUE,404,0.667,66.7,89772,4.46,450.03,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,3,3.35,300,16.700000000000003
female,NW,202023,0,TRUE,69,NA,NA,21406,0,322.34,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-1,-4.67,-100,NA
female,OW,202023,0,TRUE,39,NA,NA,18981,0,205.47,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
female,SG,202023,0,TRUE,388,0,0,258594,0,150.04,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-1,-0.39,-100,-100
female,SH,202023,0,TRUE,41,0,0,42387,0,96.73,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
female,SO,202023,1,TRUE,237,0.5,50,140198,0.71,169.05,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-2,-1.43,-66.7,-25
female,SZ,202023,0,TRUE,148,NA,NA,79628,0,185.86,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
female,TG,202023,1,TRUE,191,1,100,141817,0.71,134.68,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-1,-0.7,-50,33.3
female,TI,202023,1,TRUE,1726,1,100,180732,0.55,955.01,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-4,-2.22,-80,50
female,UR,202023,0,TRUE,44,NA,NA,18203,0,241.72,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,NA,NA
female,VD,202023,7,TRUE,3118,0.467,46.7,418657,1.67,744.76,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,0,0,-7.100000000000001
female,VS,202023,5,TRUE,1080,0.556,55.60000000000001,177734,2.81,607.65,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-2,-1.13,-28.6,-22.19999999999999
