date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,version,timeframe_all,age_group_type,prct,prctSumTotal
202324,20 - 29,vaccinated,0,14,758243,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202324,20 - 29,vaccinated_last_6mo,0,0,6005,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202324,20 - 29,vaccinated_older_6mo,0,14,752238,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,16.67
202325,20 - 29,not_vaccinated,0,19,273970,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,22.62
202325,20 - 29,unknown,0,51,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,60.71
202325,20 - 29,vaccinated,0,14,758245,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202325,20 - 29,vaccinated_last_6mo,0,0,4975,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202325,20 - 29,vaccinated_older_6mo,0,14,753270,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,16.67
202326,20 - 29,not_vaccinated,0,19,273970,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,FALSE,age_group_AKL10,NA,22.62
202326,20 - 29,unknown,0,51,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,FALSE,age_group_AKL10,NA,60.71
202326,20 - 29,vaccinated,0,14,758245,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,FALSE,age_group_AKL10,NA,NA
202326,20 - 29,vaccinated_last_6mo,0,0,4666,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,FALSE,age_group_AKL10,NA,0
202326,20 - 29,vaccinated_older_6mo,0,14,753579,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,FALSE,age_group_AKL10,NA,16.67
202236,30 - 39,not_vaccinated,0,0,332674,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202236,30 - 39,unknown,4,4,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,100
202236,30 - 39,vaccinated,0,0,927293,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202236,30 - 39,vaccinated_last_6mo,0,0,39379,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202236,30 - 39,vaccinated_older_6mo,0,0,887914,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202237,30 - 39,not_vaccinated,0,0,332624,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202237,30 - 39,unknown,2,6,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,100
202237,30 - 39,vaccinated,0,0,927343,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202237,30 - 39,vaccinated_last_6mo,0,0,37685,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202237,30 - 39,vaccinated_older_6mo,0,0,889658,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202238,30 - 39,not_vaccinated,0,0,332585,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202238,30 - 39,unknown,3,9,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,75,90
202238,30 - 39,vaccinated,1,1,927382,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202238,30 - 39,vaccinated_last_6mo,0,0,35689,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202238,30 - 39,vaccinated_older_6mo,1,1,891693,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,25,10
202239,30 - 39,not_vaccinated,1,1,332557,0.3,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,25,7.14
202239,30 - 39,unknown,3,12,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,75,85.71
202239,30 - 39,vaccinated,0,1,927410,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202239,30 - 39,vaccinated_last_6mo,0,0,33613,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202239,30 - 39,vaccinated_older_6mo,0,1,893797,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,7.14
202240,30 - 39,not_vaccinated,3,4,332532,0.9,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,37.5,18.18
202240,30 - 39,unknown,4,16,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,72.73
202240,30 - 39,vaccinated,1,2,927435,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202240,30 - 39,vaccinated_last_6mo,0,0,32042,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202240,30 - 39,vaccinated_older_6mo,1,2,895393,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,12.5,9.09
202241,30 - 39,not_vaccinated,1,5,332498,0.3,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,11.11,16.13
202241,30 - 39,unknown,6,22,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,66.67,70.97
202241,30 - 39,vaccinated,2,4,927469,0.22,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202241,30 - 39,vaccinated_last_6mo,0,0,37643,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202241,30 - 39,vaccinated_older_6mo,2,4,889826,0.22,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,22.22,12.9
202242,30 - 39,not_vaccinated,1,6,332457,0.3,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,12.5,15.38
202242,30 - 39,unknown,5,27,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,62.5,69.23
202242,30 - 39,vaccinated,2,6,927510,0.22,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202242,30 - 39,vaccinated_last_6mo,1,1,43735,2.29,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,12.5,2.56
202242,30 - 39,vaccinated_older_6mo,1,5,883775,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,12.5,12.82
202243,30 - 39,not_vaccinated,0,6,332415,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,13.95
202243,30 - 39,unknown,3,30,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,75,69.77
202243,30 - 39,vaccinated,1,7,927552,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202243,30 - 39,vaccinated_last_6mo,0,1,49905,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.33
202243,30 - 39,vaccinated_older_6mo,1,6,877647,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,25,13.95
202244,30 - 39,not_vaccinated,1,7,332384,0.3,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,12.5,13.73
202244,30 - 39,unknown,4,34,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,66.67
202244,30 - 39,vaccinated,3,10,927583,0.32,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202244,30 - 39,vaccinated_last_6mo,0,1,55337,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,1.96
202244,30 - 39,vaccinated_older_6mo,3,9,872246,0.34,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,37.5,17.65
202245,30 - 39,not_vaccinated,1,8,332346,0.3,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,16.67,14.04
202245,30 - 39,unknown,2,36,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,33.33,63.16
202245,30 - 39,vaccinated,3,13,927621,0.32,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202245,30 - 39,vaccinated_last_6mo,0,1,60062,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,1.75
202245,30 - 39,vaccinated_older_6mo,3,12,867559,0.35,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,21.05
202246,30 - 39,not_vaccinated,0,8,332315,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,14.04
202246,30 - 39,unknown,0,36,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,63.16
202246,30 - 39,vaccinated,0,13,927652,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202246,30 - 39,vaccinated_last_6mo,0,1,64018,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,1.75
202246,30 - 39,vaccinated_older_6mo,0,12,863634,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,21.05
202247,30 - 39,not_vaccinated,0,8,332284,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,12.7
202247,30 - 39,unknown,4,40,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,66.67,63.49
202247,30 - 39,vaccinated,2,15,927683,0.22,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202247,30 - 39,vaccinated_last_6mo,1,2,67192,1.49,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,16.67,3.17
202247,30 - 39,vaccinated_older_6mo,1,13,860491,0.12,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,16.67,20.63
202248,30 - 39,not_vaccinated,0,8,332261,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,11.59
202248,30 - 39,unknown,6,46,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,66.67
202248,30 - 39,vaccinated,0,15,927706,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202248,30 - 39,vaccinated_last_6mo,0,2,69591,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.9
202248,30 - 39,vaccinated_older_6mo,0,13,858115,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,18.84
202249,30 - 39,not_vaccinated,0,8,332244,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,11.43
202249,30 - 39,unknown,1,47,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,67.14
202249,30 - 39,vaccinated,0,15,927723,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202249,30 - 39,vaccinated_last_6mo,0,2,71639,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.86
202249,30 - 39,vaccinated_older_6mo,0,13,856084,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,18.57
202250,30 - 39,not_vaccinated,0,8,332225,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,10.53
202250,30 - 39,unknown,5,52,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,83.33,68.42
202250,30 - 39,vaccinated,1,16,927742,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202250,30 - 39,vaccinated_last_6mo,0,2,73093,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.63
202250,30 - 39,vaccinated_older_6mo,1,14,854649,0.12,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,16.67,18.42
202251,30 - 39,not_vaccinated,0,8,332203,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,10
202251,30 - 39,unknown,4,56,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,70
202251,30 - 39,vaccinated,0,16,927764,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202251,30 - 39,vaccinated_last_6mo,0,2,73207,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.5
202251,30 - 39,vaccinated_older_6mo,0,14,854557,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,17.5
202252,30 - 39,not_vaccinated,2,10,332198,0.6,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,22.22,11.24
202252,30 - 39,unknown,7,63,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,77.78,70.79
202252,30 - 39,vaccinated,0,16,927769,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202252,30 - 39,vaccinated_last_6mo,0,2,71973,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.25
202252,30 - 39,vaccinated_older_6mo,0,14,855796,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,15.73
202301,30 - 39,not_vaccinated,0,10,332175,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,10.99
202301,30 - 39,unknown,1,64,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,70.33
202301,30 - 39,vaccinated,1,17,927792,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202301,30 - 39,vaccinated_last_6mo,1,3,70930,1.41,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,3.3
202301,30 - 39,vaccinated_older_6mo,0,14,856862,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,15.38
202302,30 - 39,not_vaccinated,1,11,332136,0.3,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,25,11.58
202302,30 - 39,unknown,2,66,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,69.47
202302,30 - 39,vaccinated,1,18,927831,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202302,30 - 39,vaccinated_last_6mo,0,3,70302,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,3.16
202302,30 - 39,vaccinated_older_6mo,1,15,857529,0.12,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,25,15.79
202303,30 - 39,not_vaccinated,0,11,332115,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,11.46
202303,30 - 39,unknown,1,67,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,69.79
202303,30 - 39,vaccinated,0,18,927852,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202303,30 - 39,vaccinated_last_6mo,0,3,69652,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,3.12
202303,30 - 39,vaccinated_older_6mo,0,15,858200,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,15.62
202304,30 - 39,not_vaccinated,0,11,332097,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,11.22
202304,30 - 39,unknown,1,68,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,69.39
202304,30 - 39,vaccinated,1,19,927870,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202304,30 - 39,vaccinated_last_6mo,0,3,69142,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,3.06
202304,30 - 39,vaccinated_older_6mo,1,16,858728,0.12,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,16.33
202305,30 - 39,not_vaccinated,0,11,332085,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,10.89
202305,30 - 39,unknown,3,71,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,70.3
202305,30 - 39,vaccinated,0,19,927882,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202305,30 - 39,vaccinated_last_6mo,0,3,68762,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.97
202305,30 - 39,vaccinated_older_6mo,0,16,859120,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,15.84
202306,30 - 39,not_vaccinated,0,11,332064,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,10.78
202306,30 - 39,unknown,0,71,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,69.61
202306,30 - 39,vaccinated,1,20,927903,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202306,30 - 39,vaccinated_last_6mo,0,3,68288,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.94
202306,30 - 39,vaccinated_older_6mo,1,17,859615,0.12,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,16.67
202307,30 - 39,not_vaccinated,1,12,332044,0.3,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,33.33,11.43
202307,30 - 39,unknown,0,71,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,67.62
202307,30 - 39,vaccinated,2,22,927923,0.22,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202307,30 - 39,vaccinated_last_6mo,0,3,67659,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.86
202307,30 - 39,vaccinated_older_6mo,2,19,860264,0.23,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,66.67,18.1
202308,30 - 39,not_vaccinated,0,12,332031,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,11.43
202308,30 - 39,unknown,0,71,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,67.62
202308,30 - 39,vaccinated,0,22,927936,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202308,30 - 39,vaccinated_last_6mo,0,3,67045,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,2.86
202308,30 - 39,vaccinated_older_6mo,0,19,860891,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,18.1
202309,30 - 39,not_vaccinated,1,13,332020,0.3,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,33.33,12.04
202309,30 - 39,unknown,1,72,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,33.33,66.67
202309,30 - 39,vaccinated,1,23,927947,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202309,30 - 39,vaccinated_last_6mo,0,3,66368,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.78
202309,30 - 39,vaccinated_older_6mo,1,20,861579,0.12,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,33.33,18.52
202310,30 - 39,not_vaccinated,1,14,331998,0.3,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,12.84
202310,30 - 39,unknown,0,72,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,66.06
202310,30 - 39,vaccinated,0,23,927969,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202310,30 - 39,vaccinated_last_6mo,0,3,65731,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,2.75
202310,30 - 39,vaccinated_older_6mo,0,20,862238,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,18.35
202311,30 - 39,not_vaccinated,1,15,331976,0.3,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,16.67,13.04
202311,30 - 39,unknown,4,76,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,66.67,66.09
202311,30 - 39,vaccinated,1,24,927991,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202311,30 - 39,vaccinated_last_6mo,1,4,65120,1.54,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,16.67,3.48
202311,30 - 39,vaccinated_older_6mo,0,20,862871,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,17.39
202312,30 - 39,not_vaccinated,0,15,331966,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,12.82
202312,30 - 39,unknown,1,77,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,65.81
202312,30 - 39,vaccinated,1,25,928001,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202312,30 - 39,vaccinated_last_6mo,0,4,64602,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,3.42
202312,30 - 39,vaccinated_older_6mo,1,21,863399,0.12,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,17.95
202313,30 - 39,not_vaccinated,0,15,331959,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,12.5
202313,30 - 39,unknown,2,79,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,66.67,65.83
202313,30 - 39,vaccinated,1,26,928008,0.11,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202313,30 - 39,vaccinated_last_6mo,0,4,64116,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,3.33
202313,30 - 39,vaccinated_older_6mo,1,22,863892,0.12,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,33.33,18.33
202314,30 - 39,not_vaccinated,0,15,331952,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,12.3
202314,30 - 39,unknown,2,81,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,66.39
202314,30 - 39,vaccinated,0,26,928015,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202314,30 - 39,vaccinated_last_6mo,0,4,63659,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,3.28
202314,30 - 39,vaccinated_older_6mo,0,22,864356,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,18.03
